Greenland_temperature_(ºC),Upper_band,Lower_band,"Age_(B.P.,_radio-carbon_calibrated)","NH_temperature_anomaly_(ºC,_full)","NH_temperature_anomaly_(ºC,_no_volc)",VII_(ºC),"Age_(B.P.,_radio-carbon_calibrated).1",Volcanic_forcing_(W/m2),Greenland temperature (ºC)_scaled,"NH temperature anomaly (ºC, full)_scaled","NH_temperature_anomaly_(ºC,_no_volc)_scaled",Co2(ppm),Co2(ppm)_scaled
-30.79043344,-29.6965,-31.86,1824,0.080841144,0.095416261,-0.014575117,1824,0,0.691808933,0.775811714,0.606689347,256.2214331,0.639839941
-30.79120743,-29.7165,-31.847,1825,0.086095522,0.101648395,-0.015552872,1825,0,0.691745341,0.778279738,0.610963212,256.7520668,0.644414369
-30.79137771,-29.79,-31.8535,1826,0.087799947,0.108375382,-0.020575435,1826,0,0.691731351,0.77908032,0.615576438,257.1013616,0.647425531
-30.7919195,-29.796,-31.817,1827,0.089656482,0.106525406,-0.016868924,1827,0,0.691686836,0.77995235,0.614307764,257.0263487,0.646778868
-30.79229102,-29.8065,-31.8405,1828,0.090196328,0.109478042,-0.019281713,1828,0,0.691656312,0.78020592,0.616332619,257.1723799,0.648037758
-30.79247678,-29.803,-31.8835,1829,0.09843255,0.110910347,-0.012477797,1829,0,0.69164105,0.784074541,0.617314864,257.7340076,0.652879376
-30.7928483,-29.803,-31.8905,1830,0.099796853,0.114835495,-0.015038642,1830,0,0.691610525,0.784715365,0.620006648,257.9669673,0.65488765
-30.79303406,-29.7665,-31.897,1831,0.09699579,0.111167277,-0.014171487,1831,0,0.691595263,0.783399683,0.617491061,257.4989575,0.650853082
-30.79329721,-29.7395,-31.93,1832,0.091318608,0.107842332,-0.016523725,1832,0,0.691573642,0.780733064,0.615210884,256.906764,0.645747966
-30.79351393,-29.72,-31.9535,1833,0.082869406,0.109597206,-0.0267278,1833,0,0.691555836,0.776764405,0.61641434,256.4822116,0.642088031
-30.79346749,-29.6665,-32.0035,1834,0.078388512,0.108336469,-0.029947957,1834,0,0.691559651,0.774659693,0.615549753,256.1111381,0.638889122
-30.79362229,-29.6165,-32.07,1835,0.075261623,0.113718054,-0.038456431,1835,0,0.691546933,0.773190968,0.61924033,256.2693562,0.640253071
-30.79379257,-29.563,-32.1035,1836,0.077353547,0.117485151,-0.040131604,1836,0,0.691532943,0.774173561,0.621823726,256.6535288,0.643564903
-30.79383901,-29.49,-32.14,1837,0.077190367,0.115506605,-0.038316237,1837,0,0.691529127,0.774096914,0.620466881,256.5345175,0.642538944
-30.79371517,-29.4665,-32.1835,1838,0.081966595,0.117203856,-0.035237261,1838,0,0.691539302,0.776340347,0.621630819,256.9087581,0.645765156
-30.79162539,-29.54,-32.12,1839,0.077988004,0.118469714,-0.040481711,1839,0,0.691711001,0.774471571,0.622498919,256.7457165,0.644359625
-30.78942724,-29.596,-32.0635,1840,0.079999846,0.123052814,-0.043052967,1840,0,0.691891603,0.77541655,0.625641911,257.1345473,0.647711615
-30.78755418,-29.63,-32.0035,1841,0.079985912,0.120142656,-0.040156744,1841,0,0.692045496,0.775410005,0.623646187,257.0077269,0.646618335
-30.78535604,-29.67,-31.94,1842,0.078447251,0.126059377,-0.047612127,1842,0,0.692226099,0.774687283,0.62770375,257.4112218,0.650096739
-30.78342105,-29.7265,-31.89,1843,0.074028604,0.130320386,-0.056291782,1843,0,0.692385079,0.772611808,0.630625859,257.6276968,0.651962904
-30.78148607,-29.73,-31.85,1844,0.070183888,0.131747823,-0.061563935,1844,0,0.69254406,0.770805914,0.631604766,257.8149105,0.653576815
-30.77959752,-29.75,-31.8235,1845,0.073552702,0.127821303,-0.054268601,1845,0,0.692699225,0.772388273,0.628912041,258.2915164,0.657685486
-30.77741486,-29.733,-31.787,1846,0.072826569,0.121757393,-0.048930824,1846,0,0.692878555,0.772047203,0.624753539,258.4832637,0.65933848
-30.77577399,-29.74,-31.7835,1847,0.067748914,0.106582397,-0.038833483,1847,0,0.693013371,0.769662187,0.614346847,257.8371508,0.653768541
-30.77385449,-29.73,-31.787,1848,0.058783119,0.105042785,-0.046259667,1848,0,0.69317108,0.765450879,0.613291014,257.780233,0.653277871
-30.77190402,-29.713,-31.79,1849,0.047075028,0.09776828,-0.050693252,1849,0,0.693331332,0.759951494,0.608302312,257.2014447,0.648288316
-30.77009288,-29.693,-31.8335,1850,0.023105875,0.100377376,-0.077271501,1850,0,0.693480138,0.748692987,0.610091575,256.4285463,0.6416254
-30.76840557,-29.673,-31.8535,1851,-0.013186042,0.100257203,-0.113443245,1851,0,0.693618769,0.731646377,0.610009162,254.7510925,0.627164591
-30.76727554,-29.63,-31.907,1852,-0.021240079,0.104203664,-0.125443743,1852,0,0.693711614,0.72786333,0.612715562,255.0839401,0.630033966
-30.76588235,-29.5665,-31.9635,1853,-0.020274996,0.101430185,-0.121705181,1853,0,0.69382608,0.728316637,0.610813569,255.5295083,0.633875071
-30.76478328,-29.533,-32.02,1854,-0.016840502,0.098776446,-0.115616949,1854,0,0.693916381,0.729929847,0.608993691,256.0029482,0.63795645
-30.76399381,-29.5195,-32.087,1855,-0.013576726,0.099782014,-0.113358741,1855,-0.037448896,0.693981245,0.731462869,0.609683288,256.6210147,0.643284609
-30.76342105,-29.44,-32.13,1856,-0.013428932,0.100474104,-0.113903035,1856,-0.101796653,0.694028304,0.73153229,0.610157908,256.8723057,0.645450911
-30.7630031,-29.3865,-32.1935,1857,-0.015195479,0.104755132,-0.119950611,1857,-0.276711993,0.694062643,0.730702528,0.613093747,257.0429485,0.64692197
-30.75219814,-29.3565,-32.2035,1858,-0.019236253,0.104621524,-0.123857777,1858,-0.752181183,0.694950392,0.728804544,0.613002122,256.7213509,0.644149576
-30.72326625,-29.413,-32.1205,1859,-0.018759688,0.10554245,-0.124302138,1859,-2.044640439,0.697327471,0.72902839,0.613633674,256.8342603,0.645122933
-30.69427245,-29.4195,-32.0405,1860,-0.013006547,0.103913567,-0.116920113,1860,-5.557908954,0.699709638,0.731730687,0.612516619,257.0831173,0.647268252
-30.66578947,-29.419,-31.947,1861,-0.010812534,0.102320604,-0.113133139,1861,0,0.702049833,0.732761233,0.6114242,257.1412521,0.647769415
-30.6370743,-29.383,-31.88,1862,-0.002334844,0.107007255,-0.1093421,1862,0,0.704409107,0.736743273,0.614638206,257.9845094,0.655038874
-30.60899381,-29.4,-31.8005,1863,0.00213954,0.104961626,-0.102822087,1863,0,0.706716235,0.738844928,0.613235357,258.1872469,0.656786611
-30.58106811,-29.38,-31.7335,1864,0.000440586,0.106465779,-0.106025193,1864,0,0.709010644,0.738046916,0.614266873,258.1384177,0.65636567
-30.55328173,-29.3565,-31.68,1865,0.000756939,0.104637585,-0.103880646,1865,0,0.711293607,0.738195509,0.613013136,257.9472902,0.654718019
-30.52547988,-29.343,-31.6105,1866,0.003503948,0.101905823,-0.098401875,1866,0,0.713577841,0.739485801,0.611139751,257.7024832,0.652607614
-30.49795666,-29.313,-31.58,1867,0.000334585,0.103881978,-0.103547393,1867,0,0.715839183,0.737997126,0.612494957,257.338586,0.649470569
-30.47057276,-29.293,-31.53,1868,0.004829562,0.103390033,-0.098560471,1868,0,0.718089078,0.740108453,0.612157591,257.3332788,0.649424817
-30.44326625,-29.253,-31.4835,1869,0.012230252,0.104682543,-0.092452291,1869,0,0.720332613,0.743584618,0.613043967,257.6387275,0.652057996
-30.41572755,-29.2065,-31.4505,1870,0.027119074,0.100658121,-0.073539048,1870,0,0.722595226,0.750578019,0.610284104,258.0737266,0.655807988
-30.38871517,-29.1165,-31.4505,1871,0.050533409,0.096459605,-0.045926196,1871,0,0.724814597,0.761575924,0.60740485,259.0501567,0.664225488
-30.36137771,-29.063,-31.454,1872,0.082074204,0.093380644,-0.01130644,1872,0,0.727060676,0.776390892,0.605293363,260.5669362,0.677301174
-30.33396285,-29.0265,-31.457,1873,0.086377353,0.086340639,3.67E-05,1873,0,0.729313114,0.778412117,0.600465476,260.096089,0.673242147
-30.30647059,-28.9465,-31.4835,1874,0.083560762,0.093382455,-0.009821693,1874,0,0.731571912,0.777089141,0.605294605,260.0614364,0.672943417
-30.27900929,-28.88,-31.55,1875,0.087287511,0.099306413,-0.012018902,1875,0,0.733828166,0.778839625,0.609357131,260.4925818,0.676660188
-30.25102167,-28.8265,-31.5635,1876,0.083009779,0.097044817,-0.014035038,1876,0,0.736127663,0.77683034,0.607806176,259.9555901,0.672030949
-30.22304954,-28.7465,-31.5935,1877,0.085389565,0.093310487,-0.007920922,1877,0,0.738425888,0.777948144,0.605245251,259.89866,0.671540172
-30.21817337,-28.7465,-31.5805,1878,0.089746072,0.092813239,-0.003067167,1878,0,0.738826519,0.779994432,0.604904249,260.1637795,0.673825685
-30.23687307,-28.803,-31.5235,1879,0.090911142,0.094990685,-0.004079543,1879,0,0.73729013,0.780541674,0.606397495,260.352502,0.675452604
-30.25512384,-28.8765,-31.487,1880,0.085568283,0.094357521,-0.008789238,1880,0,0.735790624,0.77803209,0.605963285,259.9223841,0.671744691
-30.27362229,-28.9465,-31.49,1881,0.083168506,0.096605652,-0.013437146,1881,0,0.734270768,0.776904895,0.607505006,259.8918144,0.671481159
-30.29185759,-28.9995,-31.4475,1882,0.075415444,0.091271078,-0.015855634,1882,0,0.732772534,0.773263218,0.603846667,259.0327505,0.664075436
-30.30948916,-29.02,-31.424,1883,0.072476291,0.091813569,-0.019337278,1883,0,0.731323902,0.771882674,0.604218696,258.8111423,0.66216502
-30.3272291,-29.0465,-31.417,1884,0.06674817,0.090983485,-0.024235315,1884,0,0.729866367,0.769192129,0.603649442,258.2805495,0.657590944
-30.3446904,-29.0795,-31.4135,1885,0.066412113,0.099163631,-0.032751518,1885,0,0.728431725,0.76903428,0.609259214,258.7228573,0.661403942
-30.36221362,-29.133,-31.43,1886,0.065672925,0.102689835,-0.03701691,1886,0,0.726991996,0.768687078,0.61167741,258.8227088,0.662264731
-30.37955108,-29.203,-31.43,1887,0.061884237,0.109249554,-0.047365317,1887,0,0.725567529,0.7669075,0.616175927,258.9674057,0.663512118
-30.39657895,-29.2665,-31.43,1888,0.059587353,0.111556413,-0.05196906,1888,0,0.724168499,0.765828635,0.617757922,258.8116462,0.662169364
-30.41362229,-29.32,-31.437,1889,0.060327206,0.118889498,-0.058562292,1889,0,0.722768197,0.76617615,0.622786798,259.1091716,0.664734238
-30.4305418,-29.299,-31.4535,1890,0.058848703,0.116471002,-0.057622299,1890,0,0.72137807,0.765481685,0.621128244,258.610349,0.660434043
-30.44727554,-29.3,-31.5235,1891,0.057075818,0.116050651,-0.058974833,1891,0,0.720003205,0.764648946,0.620839976,258.2433333,0.657270115
-30.46402477,-29.3365,-31.5235,1892,0.056049385,0.116107962,-0.060058576,1892,0,0.718627068,0.764166823,0.620879278,257.9753427,0.654959851
-30.48086687,-29.3595,-31.557,1893,0.062370858,0.114388715,-0.052017857,1893,0,0.7172433,0.76713607,0.619700256,258.1079493,0.656103012
-30.4974613,-29.34,-31.6135,1894,0.071950076,0.124238516,-0.05228844,1894,0,0.715879882,0.771635507,0.626455041,259.1940459,0.665465913
-30.51447368,-29.293,-31.6735,1895,0.074626724,0.120259795,-0.045633071,1895,0,0.714482124,0.77289275,0.623726518,258.9877885,0.663687832
-30.53160991,-29.2965,-31.7135,1896,0.069384186,0.116370055,-0.046985869,1896,0,0.713074191,0.770430287,0.621059016,258.2822229,0.65760537
-30.54825077,-29.283,-31.77,1897,0.072468806,0.120892155,-0.048423349,1897,0,0.711706957,0.771879158,0.624160177,258.64205,0.660707328
-30.56551084,-29.2295,-31.83,1898,0.065836291,0.121073783,-0.055237492,1898,0,0.710288849,0.768763812,0.624284734,258.0519696,0.655620427
-30.5828483,-29.176,-31.8635,1899,0.067350252,0.117087605,-0.049737353,1899,0,0.708864382,0.769474932,0.621551097,257.7850294,0.653319219
-30.60029412,-29.11,-31.9335,1900,0.063621882,0.119982086,-0.056360205,1900,0,0.707431012,0.767723686,0.623536072,257.6513212,0.652166562
-30.59283282,-29.133,-31.9135,1901,0.057893507,0.12224155,-0.064348043,1901,0,0.708044041,0.765033021,0.625085564,257.5482356,0.651277893
-30.57334365,-29.1765,-31.8635,1902,0.051488881,0.121659819,-0.070170938,1902,0,0.709645295,0.762024717,0.624686625,257.2003211,0.64827863
-30.55397833,-29.213,-31.8235,1903,0.052659175,0.129720544,-0.077061369,1903,0,0.711236374,0.762574413,0.6302145,257.8705013,0.654056046
-30.5348452,-29.2765,-31.7705,1904,0.050404576,0.131026865,-0.080622288,1904,0,0.712808375,0.76151541,0.631110348,257.8728081,0.654075932
-30.51614551,-29.323,-31.71,1905,0.051659656,0.134514391,-0.082854735,1905,0,0.714344764,0.762104931,0.63350202,258.2352141,0.657200121
-30.4975387,-29.35,-31.6635,1906,0.055478062,0.128460854,-0.072982792,1906,0,0.715873523,0.763898467,0.629350632,258.1381243,0.65636314
-30.47902477,-29.35,-31.6435,1907,0.060907954,0.128793686,-0.067885732,1907,0,0.71739465,0.766448932,0.629578881,258.5200353,0.659655476
-30.46106811,-29.34,-31.61,1908,0.058405347,0.131960293,-0.073554946,1908,0,0.718869991,0.765273437,0.631750473,258.5034122,0.659512174
-30.4430031,-29.363,-31.58,1909,0.061091607,0.137746731,-0.076655124,1909,0,0.720354234,0.766535195,0.63571869,259.0353186,0.664097574
-30.42551084,-29.3265,-31.57,1910,0.05580246,0.141351993,-0.085549533,1910,0,0.72179142,0.764050839,0.638191103,258.9671221,0.663509673
-30.4080805,-29.316,-31.5735,1911,0.051699966,0.141204228,-0.089504262,1911,0,0.723223518,0.762123865,0.638089769,258.8245646,0.662280729
-30.39111455,-29.263,-31.5835,1912,0.049482191,0.147172596,-0.097690405,1912,0,0.724617461,0.761082158,0.64218275,259.166991,0.665232681
-30.37462848,-29.193,-31.58,1913,0.050140418,0.148186607,-0.098046189,1913,0,0.725971976,0.761391332,0.642878137,259.4033624,0.667270366
-30.35859133,-29.133,-31.57,1914,0.045902335,0.152362103,-0.106459768,1914,0,0.727289608,0.75940067,0.645741604,259.4741212,0.667880355
-30.34264706,-29.08,-31.5735,1915,0.036097367,0.152641544,-0.116544177,1915,0,0.728599609,0.754795197,0.645933239,258.9705999,0.663539654
-30.32736842,-29.01,-31.5735,1916,0.029544231,0.150243561,-0.12069933,1916,0,0.729854921,0.751717135,0.644288753,258.4809008,0.65931811
-30.31243034,-28.9365,-31.6135,1917,0.030632655,0.154919288,-0.124286633,1917,0,0.731082252,0.752228377,0.647495268,258.8620324,0.662603727
-30.29851393,-28.8665,-31.68,1918,0.032170173,0.147944925,-0.115774753,1918,0,0.732225641,0.752950561,0.642712397,258.4765873,0.659280925
-30.28455108,-28.8,-31.72,1919,0.036501097,0.152823688,-0.11632259,1919,0,0.733372845,0.754984832,0.646058149,259.0113843,0.663891244
-30.27153251,-28.7495,-31.7535,1920,0.033940093,0.157768544,-0.123828451,1920,0,0.734442467,0.753781907,0.649449228,259.0805946,0.664487884
-30.23029412,-28.756,-31.687,1921,0.040443127,0.152940319,-0.112497192,1921,0,0.737830664,0.756836436,0.646138133,259.2762227,0.666174334
-30.18235294,-28.7665,-31.59,1922,0.050616285,0.153662871,-0.103046586,1922,0,0.74176957,0.761614851,0.646633644,260.0453407,0.672804661
-30.13490712,-28.7865,-31.4735,1923,0.055928852,0.158667555,-0.102738703,1923,0,0.745667776,0.764110207,0.65006575,260.8683688,0.679899731
-30.08845201,-28.79,-31.3535,1924,0.062287639,0.15691668,-0.094629042,1924,-0.022010087,0.749484585,0.767096981,0.648865037,261.3291988,0.683872403
-30.04184211,-28.7965,-31.27,1925,0.068014745,0.155169325,-0.08715458,1925,-0.059829618,0.753314112,0.76978705,0.647666738,261.7871631,0.687820372
-29.99592879,-28.8,-31.2035,1926,0.069148529,0.146803832,-0.077655303,1926,0,0.757086405,0.770319597,0.641929859,261.465553,0.68504787
-29.95055728,-28.8,-31.1235,1927,0.064346029,0.147612509,-0.08326648,1927,0,0.760814185,0.768063824,0.642484433,261.3369973,0.683939632
-29.90544892,-28.783,-31.05,1928,0.056781931,0.150747682,-0.093965751,1928,0,0.764520343,0.764510905,0.644634468,261.2296809,0.68301449
-29.86063467,-28.743,-30.99,1929,0.053790451,0.146481108,-0.092690657,1929,0,0.768202335,0.763105783,0.641708542,261.0273417,0.681270187
-29.81588235,-28.7265,-30.94,1930,0.053796406,0.141292009,-0.087495603,1930,0,0.771879241,0.76310858,0.638149967,260.9860685,0.680914384
-29.77174923,-28.7095,-30.89,1931,0.056268563,0.145161812,-0.088893249,1931,0,0.775505272,0.764269772,0.640803796,261.6636445,0.686755556
-29.72755418,-28.6495,-30.84,1932,0.064808442,0.150653585,-0.085845144,1932,0,0.779136391,0.768281023,0.644569939,262.760285,0.696209354
-29.68342105,-28.58,-30.79,1933,0.06740316,0.147560367,-0.080157207,1933,0,0.782762423,0.769499783,0.642448675,262.9183736,0.697572186
-29.63883901,-28.5165,-30.7535,1934,0.064783535,0.142798813,-0.078015278,1934,0,0.786425338,0.768269324,0.639183302,262.6000182,0.694827743
-29.594613,-28.46,-30.7205,1935,0.065928082,0.140670022,-0.07474194,1935,0,0.790059001,0.768806927,0.637723421,262.7543757,0.696158412
-29.5496904,-28.403,-30.714,1936,0.070206521,0.138401591,-0.06819507,1936,0,0.793749897,0.770816545,0.636167779,263.0514788,0.698719645
-29.5043808,-28.3365,-30.7,1937,0.07790101,0.140173214,-0.062272203,1937,0,0.797472589,0.774430709,0.637382721,263.8702564,0.705778072
-29.45851393,-28.25,-30.717,1938,0.079817572,0.137408387,-0.057590815,1938,0,0.801241067,0.775330934,0.635486661,264.0742388,0.707536542
-29.41193498,-28.17,-30.7305,1939,0.081366734,0.137998064,-0.05663133,1939,0,0.80506805,0.776058588,0.635891049,264.5343382,0.711502915
-29.36452012,-28.09,-30.75,1940,0.084753873,0.131243025,-0.046489151,1940,0,0.808963713,0.777649555,0.631258586,264.6360045,0.712379349
-29.31674923,-27.9965,-30.7335,1941,0.084606181,0.124311397,-0.039705216,1941,0,0.812888628,0.777580183,0.626505021,264.4608854,0.710869702
-29.36687307,-28.07,-30.76,1942,0.085312736,0.127264935,-0.041952198,1942,0,0.808770392,0.777912057,0.628530496,264.4320798,0.710621377
-29.45701238,-28.21,-30.787,1943,0.075928183,0.128194186,-0.052266004,1943,0,0.801364436,0.773504056,0.629167757,263.4802598,0.702416033
-29.54609907,-28.34,-30.8335,1944,0.077566709,0.126024292,-0.048457583,1944,0,0.794044965,0.774273685,0.627679689,263.0420994,0.698638788
-29.63501548,-28.46,-30.8775,1945,0.079084999,0.120716199,-0.041631199,1945,0,0.786739484,0.774986839,0.62403951,262.4211542,0.693285812
-29.72270898,-28.5865,-30.9205,1946,0.081253701,0.117639588,-0.036385887,1946,0,0.779534479,0.776005495,0.621929636,261.9858049,0.689532801
-29.80970588,-28.7065,-30.957,1947,0.086619694,0.123892009,-0.037272315,1947,0,0.772386707,0.778525946,0.626217414,262.4317617,0.693377256
-29.89633127,-28.803,-30.988,1948,0.085923246,0.120694459,-0.034771213,1948,0,0.76526946,0.778198819,0.624024602,261.8706612,0.688540183
-29.98221362,-28.9265,-31.0605,1949,0.080988849,0.118020638,-0.037031789,1949,0,0.758213261,0.775881092,0.622190952,261.0620337,0.681569256
-30.06729102,-29.016,-31.1435,1950,0.081504632,0.117501743,-0.035997111,1950,0,0.751223197,0.77612336,0.621835104,260.6591547,0.678096161
-30.15188854,-29.0965,-31.2435,1951,0.083512787,0.11526269,-0.031749902,1951,0,0.744272562,0.777066607,0.620299609,260.265458,0.674702224
-30.23626935,-29.1765,-31.31,1952,0.083729944,0.107444345,-0.023714401,1952,0,0.737339732,0.777168607,0.614937953,259.4080155,0.667310479
-30.3199226,-29.2395,-31.397,1953,0.079479185,0.105179957,-0.025700771,1953,0,0.730466678,0.775171991,0.613385083,258.6764788,0.661004128
-30.40340557,-29.283,-31.517,1954,0.077716394,0.10787726,-0.030160866,1954,0,0.723607615,0.774343994,0.615234837,258.44691,0.659025086
-30.48645511,-29.343,-31.617,1955,0.085524482,0.111087119,-0.025562636,1955,0,0.716784164,0.778011516,0.61743609,258.8449555,0.662456513
-30.5695356,-29.403,-31.717,1956,0.085091918,0.107837016,-0.022745098,1956,0,0.709958169,0.777808337,0.615207239,258.2554206,0.657374315
-30.65233746,-29.45,-31.81,1957,0.086468349,0.103477772,-0.017009423,1957,0,0.703155067,0.778454858,0.61221776,257.7362589,0.652898783
-30.73503096,-29.4965,-31.91,1958,0.086143428,0.099039635,-0.012896207,1958,0,0.696360868,0.77830224,0.60917418,257.0677595,0.647135858
-30.8180031,-29.5595,-32.0535,1959,0.084083729,0.099655002,-0.015571273,1959,0,0.689543776,0.777334783,0.609596186,256.6605815,0.643625702
-30.90114551,-29.59,-32.19,1960,0.079418206,0.100478353,-0.021060147,1960,0,0.682712694,0.775143348,0.610160823,256.0838901,0.638654225
-30.98419505,-29.633,-32.31,1961,0.074334669,0.102672713,-0.028338045,1961,0,0.675889243,0.772755569,0.611665669,255.649261,0.634907423
-31.06760062,-29.683,-32.45,1962,0.074886593,0.102200272,-0.027313679,1962,0,0.669036539,0.773014813,0.611341678,255.4145315,0.632883892
-31.0722291,-29.69,-32.447,1963,0.076105292,0.098883512,-0.02277822,1963,0,0.668656257,0.773587246,0.609067114,255.4795695,0.633444564
-31.04900929,-29.726,-32.4035,1964,0.077643623,0.097231121,-0.019587498,1964,0,0.670564025,0.774309812,0.607933939,255.8056707,0.636255782
-31.02619195,-29.7525,-32.3635,1965,0.06992363,0.098187314,-0.028263685,1965,0,0.672438726,0.770683668,0.608589676,255.7043456,0.63538229
-31.00318885,-29.763,-32.304,1966,0.063271415,0.101681486,-0.038410071,1966,0,0.674328688,0.767559069,0.610985906,255.860964,0.636732448
-30.98065015,-29.8065,-32.2375,1967,0.053209578,0.107408785,-0.054199207,1967,0,0.676180495,0.762832942,0.614913567,256.0040072,0.63796558
-30.95828173,-29.79,-32.18,1968,0.045105842,0.107571297,-0.062465454,1968,0,0.678018312,0.759026551,0.615025014,255.9518799,0.637516206
-30.93602167,-29.76,-32.1805,1969,0.03838445,0.111234085,-0.072849635,1969,0,0.679847226,0.755869458,0.617536877,256.3474683,0.640926451
-30.91351393,-29.7795,-32.118,1970,0.038570353,0.108957092,-0.070386739,1970,0,0.681696489,0.755956778,0.615975363,256.9522572,0.646140148
-30.89157895,-29.793,-32.1035,1971,0.038366641,0.108915478,-0.070548837,1971,0,0.683498694,0.755861093,0.615946825,257.9665369,0.654883939
-30.86979876,-29.78,-32.08,1972,0.025017882,0.104016926,-0.078999044,1972,0,0.685288181,0.749591072,0.612587501,258.1300882,0.656293864
-30.84778638,-29.783,-32.027,1973,0.011681141,0.10344083,-0.09175969,1973,0,0.687096745,0.743326696,0.612192427,259.0507066,0.664230229
-30.82613003,-29.7395,-31.9835,1974,-0.005919684,0.104087458,-0.110007142,1974,0,0.688876057,0.735059445,0.612635871,259.9886147,0.672315644
-30.80444272,-29.6955,-31.9535,1975,-0.033135911,0.101772015,-0.134907926,1975,0,0.690657913,0.722275761,0.611047989,260.1041145,0.673311332
-30.7830031,-29.673,-31.93,1976,-0.072611793,0.105194041,-0.177805834,1976,0,0.692419419,0.703733616,0.613394742,259.7595701,0.670341122
-30.76134675,-29.6665,-31.917,1977,-0.130507777,0.107694782,-0.238202559,1977,0,0.694198731,0.6765394,0.615109697,258.1847461,0.656765052
-30.73967492,-29.6425,-31.897,1978,-0.211119667,0.111873726,-0.322993393,1978,0,0.695979315,0.638675337,0.617975529,255.2129839,0.631146413
-30.71772446,-29.61,-31.8935,1979,-0.314160469,0.113905584,-0.428066053,1979,0,0.697782792,0.590276231,0.619368934,250.5942039,0.591329344
-30.69572755,-29.582,-31.9135,1980,-0.317656524,0.111149877,-0.428806401,1980,0,0.699590084,0.588634106,0.617479129,251.88691,0.602473362
-30.67356037,-29.5425,-31.91,1981,-0.310265352,0.113002971,-0.423268323,1981,-0.016207546,0.701411367,0.592105799,0.618749941,254.0597055,0.621204358
-30.65094427,-29.49,-31.9135,1982,-0.307996168,0.111334185,-0.419330354,1982,-0.044056677,0.703269533,0.593171653,0.617605523,255.4987027,0.633609506
-30.6280805,-29.4395,-31.917,1983,-0.307172809,0.110843231,-0.41801604,1983,-0.119758463,0.705148049,0.593558392,0.617268837,256.7362176,0.644277738
-30.60493808,-29.35,-31.92,1984,-0.310894829,0.114854372,-0.425749201,1984,-0.325537252,0.707049458,0.591810129,0.620019593,257.5473212,0.65127001
-30.58108359,-29.2695,-31.92,1985,-0.308993057,0.11096556,-0.419958617,1985,-0.884901998,0.709009372,0.592703406,0.617352728,257.728295,0.652830129
-30.55721362,-29.1825,-31.9135,1986,-0.303313649,0.106528441,-0.409842089,1986,-2.405413021,0.710970558,0.595371071,0.614309845,257.7531582,0.653044468
-30.53236842,-29.1195,-31.927,1987,-0.299635784,0.102866867,-0.40250265,1987,-6.538590503,0.71301187,0.597098594,0.611798815,257.6498012,0.652153459
-30.56314241,-29.1955,-31.95,1988,-0.295914599,0.095523427,-0.391438026,1988,-17.77373175,0.710483441,0.598846465,0.606762839,256.940548,0.646039207
-30.60806502,-29.2495,-31.9505,1989,-0.286712524,0.095224779,-0.381937304,1989,0,0.706792545,0.603168755,0.606558032,256.8714803,0.645443796
-30.65213622,-29.313,-31.977,1990,-0.277640275,0.095356805,-0.37299708,1990,0,0.703171601,0.607430064,0.606648573,256.6961135,0.643932013
-30.69608359,-29.406,-32.01,1991,-0.273524335,0.100084476,-0.373608811,1991,0,0.699560832,0.609363355,0.60989071,256.3183592,0.640675511
-30.73955108,-29.4995,-32.04,1992,-0.2701819,0.102275607,-0.372457507,1992,0,0.695989489,0.610933324,0.611393341,255.4276593,0.632997063
-30.78221362,-29.5465,-32.06,1993,-0.254502527,0.11054814,-0.365050667,1993,0,0.692484283,0.618298054,0.61706647,255.343151,0.632268543
-30.82479876,-29.5965,-32.09,1994,-0.239292501,0.111251659,-0.35054416,1994,0,0.688985436,0.625442327,0.617548928,254.2095806,0.622496385
-30.86678019,-29.6265,-32.1035,1995,-0.221064051,0.112393207,-0.333457257,1995,0,0.685536191,0.634004379,0.618331778,253.0953056,0.612890566
-30.90837461,-29.6725,-32.1335,1996,-0.197233953,0.1159684,-0.313202353,1996,0,0.682118742,0.64519757,0.62078357,252.5116492,0.607859045
-30.9496904,-29.7525,-32.1735,1997,-0.161703399,0.117851472,-0.279554871,1997,0,0.678724186,0.661886562,0.622074941,252.6421409,0.608983974
-30.99044892,-29.77,-32.24,1998,-0.102871714,0.121046389,-0.223918103,1998,0,0.675375417,0.689520284,0.624265948,254.3307186,0.623540677
-31.03114551,-29.7895,-32.2705,1999,-0.020165716,0.124572376,-0.144738092,1999,0,0.672031735,0.728367967,0.626683995,257.6307553,0.651989269
-31.07153251,-29.8665,-32.347,2000,0.082198968,0.127042987,-0.04484402,2000,0,0.66871349,0.776449495,0.628378288,262.1732971,0.691149113
-31.11196594,-29.8995,-32.43,2001,0.086045009,0.12719936,-0.041154351,2001,0,0.66539143,0.778256012,0.628485526,260.3427919,0.675368896
-31.15233746,-29.94,-32.4875,2002,0.08198424,0.128482082,-0.046497841,2002,0,0.662074456,0.776348636,0.629365189,258.1508863,0.656473158
-31.19235294,-29.9895,-32.59,2003,0.082035936,0.131755826,-0.049719891,2003,0,0.658786736,0.776372917,0.631610254,256.4752517,0.642028032
-31.23283282,-30.01,-32.637,2004,0.080428226,0.133859807,-0.053431581,2004,0,0.65546086,0.775617763,0.63305312,254.8243554,0.627796167
-31.27382353,-29.996,-32.6935,2005,0.083662835,0.138581077,-0.054918241,2005,0,0.652093013,0.777137085,0.636290867,254.0557137,0.621169946
