Greenland_temperature_(ºC),Upper_band,Lower_band,"Age_(B.P.,_radio-carbon_calibrated)","NH_temperature_anomaly_(ºC,_full)","NH_temperature_anomaly_(ºC,_no_volc)",VII_(ºC),"Age_(B.P.,_radio-carbon_calibrated).1",Volcanic_forcing_(W/m2),Greenland temperature (ºC)_scaled,"NH temperature anomaly (ºC, full)_scaled","NH_temperature_anomaly_(ºC,_no_volc)_scaled",Co2(ppm),Co2(ppm)_scaled
-29.44195046,-27.953,-30.8405,4158,0.128926047,0.151252055,-0.022326008,4158,0,0.802601942,0.798397586,0.644980357,267.7948915,0.739611133
-29.37513932,-27.8565,-30.8,4159,0.127589247,0.144073722,-0.016484475,4159,0,0.808091227,0.79776968,0.640057607,267.5982899,0.737916292
-29.30843653,-27.7565,-30.75,4160,0.128374403,0.144537324,-0.016162922,4160,0,0.813571609,0.798138474,0.640375536,268.0092333,0.741458907
-29.24221362,-27.6765,-30.6935,4161,0.134524126,0.145678231,-0.011154105,4161,0,0.819012565,0.801027049,0.641157946,268.7742572,0.748053941
-29.20193498,-27.6465,-30.6535,4162,0.138909533,0.146556168,-0.007646636,4162,0,0.822321907,0.80308691,0.641760017,269.2739653,0.752361769
-29.20043344,-27.673,-30.6335,4163,0.131926888,0.141992912,-0.010066024,4163,0,0.822445276,0.799807105,0.638630632,268.5163642,0.745830726
-29.19922601,-27.7265,-30.5905,4164,0.133678221,0.143575373,-0.009897152,4164,0,0.82254448,0.80062972,0.63971585,268.6582693,0.747054046
-29.19778638,-27.8165,-30.577,4165,0.133465602,0.140571517,-0.007105915,4165,0,0.822662761,0.800529852,0.637655869,268.3984712,0.744814407
-29.19660991,-27.843,-30.5235,4166,0.133999732,0.140508346,-0.006508614,4166,0,0.822759422,0.800780737,0.637612548,268.3534038,0.744425895
-29.19510836,-27.88,-30.4735,4167,0.136741187,0.146702891,-0.009961703,4167,0,0.822882791,0.802068421,0.641860636,268.9787003,0.749816382
-29.19337461,-27.8665,-30.47,4168,0.129972066,0.149261526,-0.01928946,4168,0,0.823025237,0.798888909,0.643615294,268.7774448,0.748081421
-29.19171827,-27.836,-30.4735,4169,0.132379102,0.152513488,-0.020134386,4169,0,0.823161325,0.800019514,0.645845421,269.2223491,0.751916803
-29.18978328,-27.813,-30.49,4170,0.130946439,0.155168877,-0.024222437,4170,0,0.823320305,0.79934658,0.64766643,269.3361059,0.752897464
-29.18727554,-27.83,-30.537,4171,0.134109479,0.150742526,-0.016633047,4171,0,0.823526344,0.800832286,0.644630932,269.3022936,0.752605979
-29.18448916,-27.7625,-30.59,4172,0.130074314,0.147580444,-0.01750613,4172,0,0.823755277,0.798936936,0.642462443,268.8864163,0.749020831
-29.18142415,-27.733,-30.6335,4173,0.125509894,0.14555553,-0.020045636,4173,0,0.824007102,0.79679299,0.6410738,268.5560819,0.74617312
-29.17780186,-27.6865,-30.6705,4174,0.127301562,0.149172087,-0.021870525,4174,0,0.824304714,0.797634552,0.643553958,269.0110736,0.750095462
-29.17365325,-27.6165,-30.714,4175,0.122023252,0.146860399,-0.024837147,4175,0,0.824645568,0.795155286,0.641968652,268.6636626,0.74710054
-29.20266254,-27.6595,-30.744,4176,0.124044884,0.148404232,-0.024359348,4176,0,0.82226213,0.796104863,0.64302738,268.9120475,0.749241789
-29.26660991,-27.7565,-30.76,4177,0.11936576,0.152384805,-0.033019045,4177,0,0.817008136,0.793907041,0.645757173,268.8545732,0.748746321
-29.33012384,-27.86,-30.79,4178,0.11409985,0.156340035,-0.042240185,4178,0,0.811789754,0.7914336,0.648469586,268.747589,0.747824043
-29.39281734,-27.9465,-30.8135,4179,0.109861778,0.157233258,-0.04737148,4179,0,0.806638779,0.789442943,0.64908214,268.5330402,0.745974484
-29.4553096,-28.0395,-30.87,4180,0.106617913,0.158581285,-0.051963372,4180,0,0.801504339,0.787919273,0.650006588,268.3875889,0.744720594
-29.51712074,-28.136,-30.9175,4181,0.098921623,0.159906732,-0.060985109,4181,0,0.79642586,0.784304263,0.650915551,267.9795702,0.741203192
-29.57840557,-28.236,-30.977,4182,0.074848682,0.160118857,-0.085270175,4182,0,0.791390623,0.772997006,0.651061023,266.4528895,0.728042151
-29.63921053,-28.3565,-31.02,4183,0.048683266,0.161625178,-0.112941912,4183,0,0.786394814,0.760706896,0.652094026,264.9390165,0.714991521
-29.69936533,-28.406,-31.06,4184,0.051550019,0.171598754,-0.120048735,4184,0,0.781452422,0.762053434,0.658933694,265.8581956,0.722915479
-29.75939628,-28.432,-31.13,4185,0.043751382,0.172817118,-0.129065735,4185,-0.039283122,0.776520205,0.75839035,0.659769222,265.6315304,0.720961469
-29.81846749,-28.483,-31.1935,4186,0.041630668,0.179060083,-0.137429415,4186,0,0.771666843,0.757394233,0.664050516,266.1244711,0.725210958
-29.87701238,-28.5365,-31.2305,4187,0.044220277,0.174199599,-0.129979322,4187,-0.027695593,0.766856723,0.758610593,0.660717298,266.1865065,0.725745746
-29.9354644,-28.593,-31.2735,4188,0.03623773,0.168807874,-0.132570145,4188,-0.075284427,0.762054234,0.754861126,0.657019767,265.4236783,0.719169641
-29.99301858,-28.65,-31.34,4189,0.031802921,0.172074057,-0.140271136,4189,-0.204644291,0.757325512,0.75277806,0.659259647,265.3338501,0.718395259
-30.05020124,-28.703,-31.4335,4190,0.01967001,0.165581264,-0.145911254,4190,-0.556280858,0.752627315,0.747079133,0.654807026,264.0564007,0.707382764
-30.10698142,-28.7365,-31.5135,4191,0.009846753,0.158710788,-0.148864036,4191,-1.512128148,0.747962185,0.742465069,0.650095399,262.9982856,0.698261082
-30.16295666,-28.77,-31.6,4192,-0.001494822,0.166036577,-0.167531399,4192,-4.110390466,0.743363192,0.737137838,0.65511927,262.77587,0.696343707
-30.21859133,-28.81,-31.68,4193,-0.000192126,0.169188636,-0.169380762,4193,0,0.738792179,0.737749725,0.657280886,263.1580765,0.699638591
-30.27413313,-28.8395,-31.737,4194,-0.001981993,0.166299908,-0.1682819,4194,0,0.734228797,0.73690901,0.655299857,262.8550328,0.697026145
-30.32904025,-28.883,-31.8005,4195,-0.003181951,0.171961298,-0.175143248,4195,0,0.729717561,0.73634538,0.659182319,263.0560202,0.698758795
-30.38379257,-28.91,-31.8705,4196,-0.004794559,0.178745996,-0.183540555,4196,0,0.725219044,0.735587925,0.663835122,263.1807878,0.699834377
-30.43783282,-28.9495,-31.96,4197,-0.016433318,0.182600197,-0.199033515,4197,-0.019559694,0.720779031,0.730121105,0.666478251,262.3156141,0.692375984
-30.49168731,-28.95,-32.05,4198,-0.030914064,0.182709666,-0.21362373,4198,-0.053168761,0.71635428,0.72331938,0.666553323,260.8298311,0.679567509
-30.54517028,-28.926,-32.13,4199,-0.022291934,0.177324846,-0.19961678,4199,-0.144527677,0.711960054,0.727369265,0.662860527,260.4042002,0.675898278
-30.59834365,-28.9065,-32.2,4200,-0.013282463,0.174065406,-0.187347869,4200,-0.392866957,0.707591264,0.731601087,0.660625272,260.1048676,0.673317824
-30.63602167,-28.9865,-32.2035,4201,-0.00018895,0.176840395,-0.177029345,4201,-1.067923109,0.704495592,0.737751217,0.662528301,260.5343766,0.677020488
-30.66286378,-29.122,-32.1735,4202,0.009031358,0.176576974,-0.167545616,4202,-0.022606894,0.702290212,0.742082071,0.662347652,260.5657791,0.6772912
-30.68917957,-29.2185,-32.167,4203,0.034382691,0.173784879,-0.139402189,4203,-0.061451908,0.700128075,0.753989799,0.660432893,261.5028417,0.685369325
-30.71520124,-29.302,-32.1535,4204,0.06195267,0.17643951,-0.11448684,4204,-0.167043608,0.697990102,0.766939644,0.662253382,262.840129,0.696897664
-30.74066563,-29.353,-32.117,4205,0.063695091,0.167035855,-0.103340764,4205,-0.454071604,0.695897917,0.767758073,0.655804554,261.7450337,0.687457187
-30.76636223,-29.43,-32.1405,4206,0.069282563,0.167399622,-0.09811706,4206,-1.234294588,0.693786653,0.770382554,0.656054018,261.4216142,0.684669088
-30.79125387,-29.506,-32.1535,4207,0.073332356,0.163116698,-0.089784342,4207,-3.35516055,0.691741525,0.772284775,0.653116879,260.714995,0.678577543
-30.81614551,-29.5765,-32.18,4208,0.07600923,0.167737556,-0.091728326,4208,0,0.689696398,0.773542125,0.656285766,260.5188468,0.676886611
-30.84078947,-29.61,-32.16,4209,0.084211154,0.162254616,-0.078043462,4209,0,0.68767162,0.777394635,0.652525681,260.0933917,0.673218894
-30.86504644,-29.6695,-32.1635,4210,0.092717542,0.152095256,-0.059377713,4210,0,0.685678638,0.781390155,0.645558606,259.5284092,0.668348355
-30.88925697,-29.6765,-32.2105,4211,0.104282049,0.151272407,-0.046990358,4211,0,0.683689471,0.786822098,0.644994314,259.8227529,0.670885801
-30.91295666,-29.6795,-32.277,4212,0.121774359,0.152471795,-0.030697435,4212,0,0.681742276,0.79503838,0.645816829,260.5672832,0.677304165
-30.93701238,-29.7065,-32.297,4213,0.13676679,0.143715718,-0.006948927,4213,0,0.679765828,0.802080447,0.639812095,260.5150338,0.67685374
-30.96074303,-29.6965,-32.3335,4214,0.14523456,0.140579715,0.004654845,4214,0,0.677816089,0.806057827,0.637661491,260.3700733,0.67560408
-30.98459752,-29.69,-32.4335,4215,0.153010366,0.139122471,0.013887895,4215,0,0.675856175,0.809710187,0.636662144,260.384341,0.675727078
-31.00832817,-29.6865,-32.4715,4216,0.150914485,0.133299246,0.01761524,4216,0,0.673906435,0.808725735,0.632668699,259.4911969,0.668027559
-31.03218266,-29.67,-32.538,4217,0.159512207,0.127268916,0.032243291,4217,0,0.671946521,0.812764155,0.628533226,259.3153443,0.666511589
-31.05611455,-29.67,-32.607,4218,0.166162227,0.123600999,0.042561228,4218,0,0.669980248,0.815887723,0.626017845,259.1906526,0.66543666
-31.08029412,-29.636,-32.7035,4219,0.182252292,0.118505355,0.063746937,4219,0,0.667993626,0.823445358,0.62252336,259.6820186,0.669672574
-31.07456656,-29.6265,-32.6835,4220,0.184076293,0.118454604,0.065621689,4220,0,0.668464208,0.824302106,0.622488556,259.7800983,0.670518089
-31.04890093,-29.63,-32.607,4221,0.185805526,0.115037209,0.070768317,4221,0,0.670572928,0.825114341,0.620144979,259.7951255,0.670647634
-31.02360681,-29.673,-32.511,4222,0.1815384,0.112417619,0.06912078,4222,0,0.672651124,0.823110037,0.618348519,259.4649138,0.667800981
-30.99865325,-29.6695,-32.47,4223,0.189408953,0.112513394,0.07689556,4223,0,0.674701339,0.826806901,0.618414199,260.0627016,0.672954324
-30.97345201,-29.6565,-32.4105,4224,0.188744233,0.110375014,0.078369219,4224,0,0.676771903,0.826494676,0.616947744,259.935819,0.671860509
-30.94818885,-29.6365,-32.3405,4225,0.183619593,0.108338888,0.075280704,4225,0,0.678847555,0.824087591,0.615551412,259.5714717,0.668719584
-30.92340557,-29.58,-32.2735,4226,0.180726879,0.114457701,0.066269178,4226,0,0.68088378,0.822728859,0.619747564,259.8491104,0.671113021
-30.89859133,-29.56,-32.2105,4227,0.179853512,0.114375855,0.065477656,4227,0,0.682922548,0.822318632,0.619691437,259.9023867,0.671572299
-30.87393189,-29.553,-32.1735,4228,0.18041625,0.115028401,0.065387849,4228,0,0.684948598,0.822582954,0.620138938,260.04696,0.67281862
-30.84941176,-29.53,-32.101,4229,0.179201497,0.11410137,0.065100127,4229,0,0.686963202,0.822012375,0.6195032,260.0156022,0.672548295
-30.8248452,-29.52,-32.0635,4230,0.182027918,0.119508544,0.062519374,4230,0,0.688981621,0.823339968,0.623211326,260.6432495,0.677959048
-30.80058824,-29.51,-32.01,4231,0.179009845,0.120764009,0.058245836,4231,0,0.690974603,0.821922354,0.624072298,260.6178017,0.677739669
-30.77636223,-29.493,-31.9735,4232,0.178993206,0.133345687,0.04564752,4232,0,0.692965041,0.821914539,0.632700547,261.470414,0.685089776
-30.75244582,-29.463,-31.95,4233,0.177388754,0.133475433,0.043913321,4233,0,0.694930042,0.821160915,0.632789524,261.4537126,0.684945798
-30.72860681,-29.46,-31.9635,4234,0.173136727,0.137591347,0.035545381,4234,0,0.696888684,0.819163703,0.635612131,261.5404553,0.68569358
-30.7053096,-29.4365,-31.95,4235,0.172122233,0.136393823,0.03572841,4235,0,0.698802812,0.818687187,0.634790894,261.5196656,0.685514359
-30.68193498,-29.3895,-31.96,4236,0.168400009,0.133287244,0.035112765,4236,0,0.700723299,0.816938828,0.632660468,261.2057817,0.682808463
-30.65922601,-29.36,-31.94,4237,0.173062931,0.136901344,0.036161587,4237,0,0.702589096,0.81912904,0.635138942,261.8877177,0.688687222
-30.63684211,-29.3365,-31.927,4238,0.169990126,0.138939146,0.03105098,4238,0,0.704428185,0.817685719,0.636536423,261.9876821,0.689548983
-30.61478328,-29.29,-31.907,4239,0.168066033,0.137503384,0.030562648,4239,0,0.706240564,0.816781956,0.635551808,262.0376764,0.689979969
-30.59297214,-29.213,-31.9005,4240,0.167300726,0.132010445,0.035290281,4240,0,0.708032595,0.816422486,0.631784866,261.8394336,0.68827098
-30.57190402,-29.1165,-31.9075,4241,0.161146315,0.131756231,0.029390084,4241,0,0.709763577,0.813531708,0.631610531,261.6416698,0.686566119
-30.55097523,-29.03,-31.947,4242,0.156368505,0.134145606,0.022222899,4242,0,0.711483112,0.811287532,0.633249115,261.6356984,0.686514641
-30.53109907,-28.9565,-31.9805,4243,0.157964434,0.134488592,0.023475842,4243,0,0.713116161,0.812037153,0.633484327,261.9117172,0.688894114
-30.51142415,-28.896,-31.997,4244,0.152879197,0.135590335,0.017288862,4244,0,0.714732677,0.809648576,0.634239879,261.8422623,0.688295364
-30.46244582,-28.876,-31.9505,4245,0.155893559,0.136739905,0.019153655,4245,0,0.718756796,0.811064446,0.63502823,262.4558665,0.693585056
-30.40116099,-28.84,-31.837,4246,0.158380829,0.141652478,0.016728351,4246,0,0.723792033,0.812232737,0.638397169,263.265973,0.700568733
-30.3401548,-28.8595,-31.7235,4247,0.159842463,0.136256259,0.023586204,4247,0,0.728804376,0.812919278,0.634696556,263.2816214,0.700703632
-30.28010836,-28.826,-31.6305,4248,0.162823255,0.137272306,0.025550949,4248,0,0.733737865,0.814319381,0.63539334,263.7458127,0.704705282
-30.22021672,-28.8225,-31.5535,4249,0.158485379,0.140128315,0.018357064,4249,0,0.738658635,0.812281845,0.63735193,263.8882897,0.705933532
-30.16114551,-28.793,-31.4635,4250,0.152388496,0.141215227,0.011173269,4250,0,0.743511998,0.80941809,0.638097312,263.7814062,0.705012122
-30.10244582,-28.7565,-31.4,4251,0.145070375,0.147927154,-0.002856779,4251,0,0.748334836,0.805980708,0.64270021,264.0177549,0.707049611
-30.04427245,-28.6865,-31.347,4252,0.153119654,0.155847981,-0.002728326,4252,0,0.753114432,0.809761521,0.648132146,265.2947399,0.718058102
-29.98665635,-28.646,-31.2905,4253,0.152164779,0.153797367,-0.001632587,4253,0,0.757848241,0.809313008,0.646725878,265.3614997,0.718633619
-29.92970588,-28.6195,-31.26,4254,0.149078411,0.15562425,-0.006545839,4254,0,0.762527361,0.807863315,0.647978716,265.4344974,0.719262908
-29.87294118,-28.6165,-31.2005,4255,0.148350635,0.154096508,-0.005745872,4255,0,0.767191218,0.807521473,0.646931022,265.4083655,0.719037633
-29.81681115,-28.5455,-31.1435,4256,0.147351923,0.154859936,-0.007508013,4256,0,0.77180293,0.80705237,0.647454565,265.4451038,0.719354343
-29.76103715,-28.4495,-31.0705,4257,0.145297278,0.159528892,-0.014231614,4257,0,0.77638539,0.806087286,0.650656437,265.6455755,0.721082548
-29.70563467,-28.3465,-31.05,4258,0.148304086,0.159421195,-0.011117109,4258,0,0.780937325,0.807499609,0.650582581,265.8987465,0.723265056
-29.65058824,-28.263,-30.9935,4259,0.155585908,0.163667981,-0.008082073,4259,0,0.785460007,0.81091994,0.653494937,266.7205945,0.730349953
-29.59565015,-28.193,-30.9435,4260,0.164979837,0.166269916,-0.001290079,4260,0,0.789973787,0.815332345,0.655279289,267.5018005,0.737084487
-29.54117647,-28.1065,-30.9375,4261,0.166843313,0.173670574,-0.006827261,4261,0,0.794449412,0.816207635,0.660354504,268.095554,0.742203051
-29.48685759,-28.023,-30.93,4262,0.170560623,0.176234686,-0.005674062,4262,0,0.798912318,0.817953686,0.662112918,268.4625094,0.74536646
-29.4327709,-27.946,-30.927,4263,0.172138876,0.171756297,0.000382579,4263,0,0.803356146,0.818695004,0.659041733,268.3447087,0.744350937
-29.37885449,-27.8395,-30.9435,4264,0.170773069,0.174773814,-0.004000745,4264,0,0.807785984,0.818053474,0.661111083,268.5241981,0.745898259
-29.32509288,-27.733,-30.9705,4265,0.170338278,0.177060427,-0.006722148,4265,0,0.812203104,0.817849249,0.662679194,268.7591414,0.747923633
-29.30569659,-27.7265,-30.924,4266,0.171470599,0.181366519,-0.00989592,4266,0,0.813796726,0.818381109,0.665632221,269.0476388,0.75041068
-29.30091331,-27.776,-30.87,4267,0.176408326,0.179092933,-0.002684607,4267,0,0.814189726,0.8207004,0.664073044,269.1840038,0.75158624
-29.29643963,-27.7965,-30.7935,4268,0.175010868,0.180782181,-0.005771313,4268,0,0.81455729,0.820044002,0.665231494,269.2293428,0.751977093
-29.29188854,-27.8265,-30.7235,4269,0.170999541,0.17556185,-0.004562309,4269,0,0.814931212,0.818159849,0.661651502,268.6906932,0.747333562
-29.28775542,-27.86,-30.6835,4270,0.174767799,0.172938654,0.001829145,4270,0,0.815270795,0.819929831,0.659852569,268.8028773,0.748300666
-29.28343653,-27.893,-30.6535,4271,0.179380587,0.176260785,0.003119802,4271,0,0.81562564,0.822096495,0.662130817,269.3449459,0.752973672
-29.2795356,-27.8965,-30.64,4272,0.182518647,0.172052712,0.010465935,4272,0,0.815946145,0.823570467,0.659245009,269.2914594,0.752512581
-29.27575851,-27.906,-30.62,4273,0.177501029,0.167007522,0.010493507,4273,0,0.816256475,0.821213651,0.655785124,268.7289462,0.747663329
-29.27233746,-27.919,-30.6,4274,0.179387284,0.166024271,0.013363013,4274,0,0.816537553,0.822099641,0.655110831,268.8950771,0.749095492
-29.26873065,-27.92,-30.56,4275,0.171675594,0.171098618,0.000576976,4275,0,0.816833893,0.818477397,0.658590711,268.9237709,0.749342853
-29.26540248,-27.9565,-30.5205,4276,0.174545759,0.169547244,0.004998516,4276,0,0.81710734,0.819825537,0.657526811,269.1730868,0.751492127
-29.26210526,-27.979,-30.5005,4277,0.175329823,0.170745936,0.004583887,4277,0,0.817378243,0.820193818,0.658348849,269.5245637,0.754522101
-29.25908669,-27.973,-30.4835,4278,0.178246858,0.166020646,0.012226212,4278,0,0.817626253,0.821563973,0.655108345,269.6072329,0.755234766
-29.25631579,-27.98,-30.4475,4279,0.180088331,0.157387438,0.022700893,4279,0,0.817853913,0.822428928,0.649187873,269.382393,0.753296492
-29.25312693,-27.9995,-30.4735,4280,0.172127539,0.154587906,0.017539632,4280,0,0.818115913,0.818689679,0.647268013,268.9521577,0.749587566
-29.25047988,-28.013,-30.47,4281,0.167021128,0.155425846,0.011595282,4281,0,0.818333399,0.816291156,0.647842655,269.0253783,0.750218779
-29.24786378,-27.993,-30.4635,4282,0.165315971,0.154115456,0.011200515,4282,0,0.818548341,0.81549023,0.646944017,269.2373679,0.752046275
-29.24512384,-27.9765,-30.4835,4283,0.160873097,0.159068089,0.001805008,4283,0,0.818773458,0.813403376,0.650340428,269.6931316,0.755975273
-29.24227554,-27.953,-30.4935,4284,0.160437578,0.160922176,-0.000484599,4284,0,0.819007477,0.813198809,0.651611922,270.143385,0.759856768
-29.23978328,-27.9165,-30.49,4285,0.154441941,0.15587562,-0.001433679,4285,0,0.819212244,0.810382609,0.6481511,269.7706328,0.756643386
-29.23679567,-27.886,-30.4935,4286,0.14335504,0.150395945,-0.007040904,4286,0,0.81945771,0.805175002,0.644393254,268.9857045,0.749876763
-29.23376161,-27.8595,-30.5435,4287,0.129157132,0.147352788,-0.018195656,4287,0,0.819706992,0.798506128,0.642306322,268.2015167,0.743116523
-29.23063467,-27.85,-30.58,4288,0.118879278,0.148387836,-0.029508558,4288,0,0.819963905,0.793678536,0.643016136,267.8531458,0.740113325
-29.22727554,-27.826,-30.61,4289,0.119533427,0.151791707,-0.032258279,4289,0,0.820239896,0.793985795,0.645350438,268.3442568,0.744347041
-29.22380805,-27.78,-30.6335,4290,0.120246629,0.156525243,-0.036278614,4290,0,0.820524789,0.794320792,0.648596598,268.8998391,0.749136544
-29.21978328,-27.743,-30.657,4291,0.120177118,0.160566078,-0.04038896,4291,0,0.820855469,0.794288142,0.651367717,269.3644003,0.753141382
-29.21544892,-27.693,-30.6905,4292,0.115079558,0.159779362,-0.044699804,4292,-0.02584669,0.821211585,0.791893777,0.650828204,269.1172169,0.75101049
-29.24606811,-27.7565,-30.67,4293,0.11222974,0.163791039,-0.0515613,4293,-0.070258587,0.818695875,0.790555194,0.653579328,269.0286372,0.750246873
-29.29108359,-27.8665,-30.6735,4294,0.116477784,0.168487494,-0.05200971,4294,-0.190982638,0.814997348,0.792550535,0.656800057,269.2371555,0.752044444
-29.33603715,-27.96,-30.6035,4295,0.11674872,0.170920933,-0.054172212,4295,-0.519144635,0.811303909,0.792677796,0.658468858,269.0114335,0.750098565
-29.38058824,-28.09,-30.617,4296,0.116085593,0.16525953,-0.049173938,4296,-1.411181427,0.807643537,0.792366319,0.654586388,268.1976743,0.743083399
-29.42512384,-28.2065,-30.64,4297,0.10909248,0.174600155,-0.065507675,4297,0,0.803984438,0.789081597,0.660991991,267.977373,0.74118425
-29.46944272,-28.2965,-30.6635,4298,0.104176964,0.180565918,-0.076388954,4298,0,0.800343144,0.786772739,0.665083186,267.6519687,0.73837904
-29.51325077,-28.33,-30.66,4299,0.105255127,0.188056362,-0.082801235,4299,0,0.796743821,0.787279161,0.670219975,267.8516987,0.740100851
-29.5570743,-28.3665,-30.7235,4300,0.103992557,0.197777713,-0.093785156,4300,0,0.793143226,0.786686122,0.676886672,268.0111544,0.741475469
-29.60077399,-28.4265,-30.777,4301,0.102231106,0.198613551,-0.096382445,4301,0,0.789552806,0.785858754,0.677459872,267.594819,0.737886371
-29.64413313,-28.4425,-30.8505,4302,0.100216288,0.202149964,-0.101933676,4302,0,0.785990367,0.784912377,0.679885069,267.2423026,0.734847436
-29.68758514,-28.4765,-30.9135,4303,0.10021131,0.201803452,-0.101592142,4303,0,0.782420297,0.784910039,0.679647439,266.7683045,0.730761246
-29.73066563,-28.4585,-31.027,4304,0.104874376,0.196314047,-0.091439671,4304,0,0.77888075,0.78710032,0.675882921,266.2836044,0.726582796
-29.77385449,-28.4665,-31.1305,4305,0.105930075,0.201449964,-0.095519889,4305,0,0.775332301,0.78759619,0.679405024,266.2604945,0.726383574
-29.81685759,-28.396,-31.2335,4306,0.109173026,0.204250647,-0.09507762,4306,0,0.771799115,0.78911943,0.681325673,266.2441088,0.726242317
-29.84597523,-28.4165,-31.2635,4307,0.117978087,0.204282828,-0.086304741,4307,0,0.769406773,0.793255239,0.681347743,266.4720105,0.728206987
-29.86882353,-28.51,-31.2645,4308,0.12706464,0.203298012,-0.076233372,4308,0,0.767529529,0.797523267,0.680672376,266.6422664,0.72967471
-29.89164087,-28.6065,-31.231,4309,0.127851416,0.196740249,-0.068888833,4309,0,0.765654829,0.797892822,0.676175201,265.9806461,0.723971087
-29.9144582,-28.6565,-31.2235,4310,0.130541791,0.195103558,-0.064561766,4310,0,0.763780128,0.799156514,0.675052793,265.7606142,0.722074261
-29.9369195,-28.67,-31.2205,4311,0.133044037,0.198362501,-0.065318464,4311,0,0.761934681,0.800331839,0.677287707,265.9127744,0.723385986
-29.95933437,-28.6865,-31.2305,4312,0.137078707,0.197031669,-0.059952962,4312,0,0.760093048,0.802226957,0.676375051,265.8439703,0.722792847
-29.98147059,-28.6895,-31.2705,4313,0.140260501,0.199574158,-0.059313657,4313,0,0.758274309,0.803721471,0.678118636,266.0288995,0.724387065
-30.00352941,-28.703,-31.307,4314,0.138658366,0.197724788,-0.059066422,4314,0,0.756461929,0.802968935,0.676850377,265.6483241,0.721106242
-30.02547988,-28.7165,-31.3305,4315,0.130449618,0.198794055,-0.068344437,4315,-0.023781953,0.754658452,0.799113219,0.677583658,265.0930757,0.716319619
-30.04690402,-28.753,-31.354,4316,0.126596025,0.197671676,-0.071075652,4316,-0.064646052,0.752898218,0.797303155,0.676813954,264.6739022,0.712706053
-30.06845201,-28.7895,-31.377,4317,0.134404277,0.200205027,-0.06580075,4317,-0.175726188,0.751127809,0.800970755,0.678551273,265.2490519,0.717664241
-30.08931889,-28.7965,-31.4235,4318,0.141342505,0.194813581,-0.053471076,4318,0,0.749413361,0.804229697,0.674853933,265.2828438,0.71795555
-30.1102322,-28.8165,-31.4935,4319,0.143429717,0.194478295,-0.051048577,4319,0,0.747695098,0.805210078,0.674624,265.353695,0.718566336
-30.13082043,-28.823,-31.5005,4320,0.138650235,0.192867368,-0.054217133,4320,0,0.746003543,0.802965116,0.673519261,264.8797918,0.714480964
-30.15074303,-28.7765,-31.5445,4321,0.132124085,0.191321533,-0.059197447,4321,0,0.744366678,0.79989973,0.67245916,264.2689025,0.709214677
-30.17069659,-28.74,-31.5835,4322,0.137112798,0.189844662,-0.052731864,4322,0,0.742727269,0.802242969,0.671446353,264.3176723,0.709635106
-30.1900774,-28.6995,-31.664,4323,0.141247972,0.184461262,-0.043213291,4323,0,0.741134919,0.804185294,0.667754531,264.1495299,0.708185603
-30.20900929,-28.6665,-31.737,4324,0.141645258,0.185363235,-0.043717978,4324,0,0.739579452,0.804371903,0.668373085,264.1070816,0.707819669
-30.24190402,-28.693,-31.7505,4325,0.139264321,0.184324129,-0.045059808,4325,0,0.73687678,0.803253557,0.667660488,263.6969237,0.704283825
-30.28391641,-28.7865,-31.7505,4326,0.144042376,0.181131683,-0.037089308,4326,0,0.733424991,0.805497849,0.665471176,263.5434586,0.70296085
-30.32524768,-28.8865,-31.7505,4327,0.151692272,0.181321665,-0.029629393,4327,0,0.730029163,0.809091068,0.665601461,263.8194051,0.705339699
-30.36659443,-28.973,-31.7205,4328,0.154450393,0.179588925,-0.025138533,4328,0,0.726632064,0.810386579,0.664413185,263.6837931,0.70417063
-30.4073839,-29.053,-31.7105,4329,0.151324702,0.182427288,-0.031102586,4329,0,0.723280751,0.808918417,0.666359674,263.5217774,0.702773943
-30.44767802,-29.1265,-31.714,4330,0.160172717,0.189983752,-0.029811035,4330,0,0.719970137,0.813074402,0.671541738,264.4415197,0.710702756
-30.48794118,-29.2,-31.7435,4331,0.15710556,0.188888954,-0.031783395,4331,0,0.716662067,0.811633733,0.670790949,264.0487835,0.707317099
-30.5276161,-29.27,-31.7335,4332,0.152270866,0.183820326,-0.03154946,4332,0,0.713402327,0.809362838,0.66731499,263.2768058,0.700662119
-30.56682663,-29.3565,-31.7535,4333,0.141304728,0.185361347,-0.044056619,4333,0,0.710180742,0.804211953,0.66837179,262.6137901,0.694946466
-30.60600619,-29.413,-31.78,4334,0.138174121,0.183500189,-0.045326068,4334,0,0.706961701,0.802741481,0.667095447,262.2420949,0.691742197
-30.64465944,-29.4565,-31.83,4335,0.135456732,0.176080773,-0.040624041,4335,0,0.703785903,0.801465102,0.662007368,261.5950425,0.686164159
-30.68314241,-29.463,-31.91,4336,0.142138619,0.170365816,-0.028227198,4336,0,0.700624095,0.804603638,0.658088171,261.6480964,0.686621521
-30.72140867,-29.476,-31.98,4337,0.144650132,0.164798253,-0.020148121,4337,0,0.697480092,0.805783317,0.654270054,261.5075172,0.685409631
-30.75916409,-29.4895,-32.027,4338,0.14272745,0.159558148,-0.016830698,4338,0,0.694378061,0.804880217,0.6506765,261.0263597,0.681261721
-30.79702786,-29.503,-32.077,4339,0.141763841,0.155810829,-0.014046988,4339,0,0.691267127,0.804427602,0.648106668,260.669198,0.678182742
